"ID_PEDIDO";"PEDDTBAIXA";"CLICODIGO";"GCLCODIGO";"SETOR";"PROCODIGO";"TRANSITIONS";"PDPDESCRICAO";"PEDAUTORIZOU";"FISCODIGO";"QTD";"VRVENDA"
13677674;2023-10-20;213;;"SETOR 2 - CRICIUMA - SUL";"LD2366        ";1;"VARILUX XR DESIGN ORMA TGEN8 CINZA";"CELSO";"5.101  ";2;152,78
13678155;2023-10-19;1281;;"SETOR 3 - CHAPECO - OESTE - RS";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"SILVANA";"6.101  ";2;653,66
13678214;2023-10-17;1281;;"SETOR 3 - CHAPECO - OESTE - RS";"LD2361        ";0;"VARILUX XR DESIGN ORMA XPERIO CINZA";"SILVANA";"6.102  ";2;249,99
13678907;2023-10-19;198;;"SETOR 3 - CHAPECO - OESTE - RS";"LD2371        ";0;"VARILUX XR DESIGN AIRWEAR BLUE UV";"BERNARDO";"6.101  ";2;576,84
13679665;2023-10-19;2273;77;"SETOR 6 - B CAMBORIU - LITORAL";"LD2370        ";1;"VARILUX XR DESIGN AIRWEAR TGEN8 CINZA";"MAYARA";"5.101  ";2;782,56
13679703;2023-10-17;2273;77;"SETOR 6 - B CAMBORIU - LITORAL";"LD2493        ";0;"VARILUX XR DESIGN AIRWEAR COLOR";"MAYARA";"5.101  ";2;199,96
13679842;2023-10-23;709;;"SETOR 3 - CHAPECO - OESTE - RS";"LD2403        ";0;"VARILUX XR PRO ORMA XPERIO CINZA";"A";"6.102  ";2;249,99
13680196;2023-10-18;290;;"SETOR 1 - FLORIANOPOLIS REDES";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"RAFAELA";"5.101  ";2;795
13680210;2023-10-19;290;;"SETOR 1 - FLORIANOPOLIS REDES";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"RAFAELA";"5.101  ";2;190,55
13682783;2023-10-20;3325;77;"SETOR 5 - BLUMENAU - VALE";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"INDIANARA BORG";"5.101  ";2;354,8
13682842;2023-10-20;3325;77;"SETOR 5 - BLUMENAU - VALE";"LD2417        ";0;"VARILUX XR DESIGN ORMA COLOR";"INDIANARA BORG";"5.101  ";2;190,19
13683477;2023-10-19;4382;77;"SETOR 6 - B CAMBORIU - LITORAL";"LD2370        ";1;"VARILUX XR DESIGN AIRWEAR TGEN8 CINZA";"LUANA";"5.101  ";2;782,56
13683512;2023-10-18;4382;77;"SETOR 6 - B CAMBORIU - LITORAL";"LD2371        ";0;"VARILUX XR DESIGN AIRWEAR BLUE UV";"LUANA";"5.101  ";2;231,4
13685637;2023-10-23;2273;77;"SETOR 6 - B CAMBORIU - LITORAL";"LD2370        ";1;"VARILUX XR DESIGN AIRWEAR TGEN8 CINZA";"MAYARA";"5.101  ";2;782,56
13685658;2023-10-20;2273;77;"SETOR 6 - B CAMBORIU - LITORAL";"LD2493        ";0;"VARILUX XR DESIGN AIRWEAR COLOR";"MAYARA";"5.101  ";2;199,96
13687170;2023-10-24;1270;;"SETOR 5 - BLUMENAU - VALE";"LD2366        ";1;"VARILUX XR DESIGN ORMA TGEN8 CINZA";"RAFAEL";"5.101  ";2;1108
13687172;2023-10-24;1270;;"SETOR 5 - BLUMENAU - VALE";"LD2366        ";1;"VARILUX XR DESIGN ORMA TGEN8 CINZA";"RAFAEL";"5.101  ";2;204,28
13687202;2023-10-24;1270;;"SETOR 5 - BLUMENAU - VALE";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"RAFAEL";"5.101  ";2;795
13687204;2023-10-24;1270;;"SETOR 5 - BLUMENAU - VALE";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"RAFAEL";"5.101  ";2;190,55
13687324;2023-10-23;4752;;"SETOR 3 - CHAPECO - OESTE - RS";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"CARLA";"5.101  ";2;667
13687327;2023-10-20;291;199;"SETOR 4 - JOINVILLE - NORTE";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"CAMILA";"5.101  ";2;638,1
13687334;2023-10-20;291;199;"SETOR 4 - JOINVILLE - NORTE";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"CAMILA";"5.101  ";2;160,84
13687339;2023-10-23;4752;;"SETOR 3 - CHAPECO - OESTE - RS";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"CARLA";"5.101  ";2;138,95
13688251;2023-10-26;214;;"SETOR 6 - B CAMBORIU - LITORAL";"LD2371        ";0;"VARILUX XR DESIGN AIRWEAR BLUE UV";"34091885";"5.101  ";2;379,5
13688273;2023-10-23;177;12;"SETOR 4 - JOINVILLE - NORTE";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";;"5.101  ";2;709
13688276;2023-10-26;177;12;"SETOR 4 - JOINVILLE - NORTE";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";;"5.101  ";2;160,84
13688796;2023-10-24;4082;77;"SETOR 6 - B CAMBORIU - LITORAL";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"CARLA";"5.101  ";2;486,91
13688824;2023-10-23;4082;77;"SETOR 6 - B CAMBORIU - LITORAL";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"CARLA";"5.101  ";2;234,2
13690279;2023-10-24;198;;"SETOR 3 - CHAPECO - OESTE - RS";"LD2371        ";0;"VARILUX XR DESIGN AIRWEAR BLUE UV";"BERNARDO";"6.101  ";2;674,88
13691045;2023-10-24;198;;"SETOR 3 - CHAPECO - OESTE - RS";"LD2370        ";1;"VARILUX XR DESIGN AIRWEAR TGEN8 CINZA";"BERNARDO";"6.101  ";2;913,52
13691062;2023-10-25;2273;77;"SETOR 6 - B CAMBORIU - LITORAL";"LD2370        ";1;"VARILUX XR DESIGN AIRWEAR TGEN8 CINZA";"MAYARA";"5.101  ";2;877,46
13691174;2023-10-25;3325;77;"SETOR 5 - BLUMENAU - VALE";"LD2371        ";0;"VARILUX XR DESIGN AIRWEAR BLUE UV";"JULIANA CARDOSO ";"5.101  ";2;554,07
13691289;2023-10-25;3325;77;"SETOR 5 - BLUMENAU - VALE";"LD2371        ";0;"VARILUX XR DESIGN AIRWEAR BLUE UV";"JULIANA CARDOSO ";"5.101  ";2;236,01
13693075;2023-10-25;213;;"SETOR 2 - CRICIUMA - SUL";"LD2371        ";0;"VARILUX XR DESIGN AIRWEAR BLUE UV";"ELANE";"5.101  ";2;444
13694062;2023-10-26;1281;;"SETOR 3 - CHAPECO - OESTE - RS";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"SILVANA";"6.101  ";2;653,66
13694298;2023-10-26;4752;;"SETOR 3 - CHAPECO - OESTE - RS";"LD2366        ";1;"VARILUX XR DESIGN ORMA TGEN8 CINZA";"CARLA";"5.101  ";2;979
13694317;2023-10-26;4752;;"SETOR 3 - CHAPECO - OESTE - RS";"LD2366        ";1;"VARILUX XR DESIGN ORMA TGEN8 CINZA";"CARLA";"5.101  ";2;239,02
13694483;2023-10-24;198;;"SETOR 3 - CHAPECO - OESTE - RS";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"BERNARDO";"6.101  ";2;604,2
13695159;2023-10-27;1270;;"SETOR 5 - BLUMENAU - VALE";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"RAFAEL";"5.101  ";2;795
13695160;2023-10-30;1270;;"SETOR 5 - BLUMENAU - VALE";"LD2417        ";0;"VARILUX XR DESIGN ORMA COLOR";"RAFAEL";"5.101  ";2;190,27
13695434;2023-10-26;2104;234;"SETOR 4 - JOINVILLE - NORTE";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"KEILA";"5.101  ";2;795
13695446;2023-10-27;2104;234;"SETOR 4 - JOINVILLE - NORTE";"LD2417        ";0;"VARILUX XR DESIGN ORMA COLOR";"KEILA";"5.101  ";2;190,26
13695599;2023-10-26;4382;77;"SETOR 6 - B CAMBORIU - LITORAL";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"LUANA";"5.101  ";2;258,78
13696135;2023-10-27;214;;"SETOR 6 - B CAMBORIU - LITORAL";"LD2370        ";1;"VARILUX XR DESIGN AIRWEAR TGEN8 CINZA";"34129815";"5.101  ";2;1072
13696904;2023-10-26;177;12;"SETOR 4 - JOINVILLE - NORTE";"LD2366        ";1;"VARILUX XR DESIGN ORMA TGEN8 CINZA";;"5.101  ";2;1108
13696918;2023-10-26;177;12;"SETOR 4 - JOINVILLE - NORTE";"LD2366        ";1;"VARILUX XR DESIGN ORMA TGEN8 CINZA";;"5.101  ";2;211,13
13697491;2023-10-26;47;;"SETOR 3 - CHAPECO - OESTE - RS";"LD2399        ";0;"VARILUX XR TRACK AIRWEAR BLUE UV";"MARCELO";"5.101  ";2;168,45
13697574;2023-10-27;3325;77;"SETOR 5 - BLUMENAU - VALE";"LD2371        ";0;"VARILUX XR DESIGN AIRWEAR BLUE UV";"JULIANA CARDOSO ";"5.101  ";2;554,07
13697804;2023-10-30;3325;77;"SETOR 5 - BLUMENAU - VALE";"LD2493        ";0;"VARILUX XR DESIGN AIRWEAR COLOR";"JULIANA CARDOSO ";"5.101  ";2;194,91
13699141;2023-10-27;709;;"SETOR 3 - CHAPECO - OESTE - RS";"LD2414        ";0;"VARILUX XR PRO STYLIS 1.67 BLUE UV";"A";"6.101  ";2;249,9
13699546;2023-10-30;198;;"SETOR 3 - CHAPECO - OESTE - RS";"LD2366        ";1;"VARILUX XR DESIGN ORMA TGEN8 CINZA";"BERNARDO";"6.101  ";2;842,08
13699682;2023-10-27;198;;"SETOR 3 - CHAPECO - OESTE - RS";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"BERNARDO";"6.101  ";2;604,2
13700154;2023-10-30;198;;"SETOR 3 - CHAPECO - OESTE - RS";"LD2371        ";0;"VARILUX XR DESIGN AIRWEAR BLUE UV";"BERNARDO";"6.101  ";2;576,84
13700181;2023-10-30;198;;"SETOR 3 - CHAPECO - OESTE - RS";"LD2371        ";0;"VARILUX XR DESIGN AIRWEAR BLUE UV";"BERNARDO";"6.101  ";2;146,87
13700456;2023-10-30;213;;"SETOR 2 - CRICIUMA - SUL";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"MARIA";"5.101  ";2;795
13700464;2023-10-26;213;;"SETOR 2 - CRICIUMA - SUL";"LD2417        ";0;"VARILUX XR DESIGN ORMA COLOR";"MARIA ";"5.101  ";2;115,71
13700618;2023-10-27;1419;;"SETOR 5 - BLUMENAU - VALE";"LD2417        ";0;"VARILUX XR DESIGN ORMA COLOR";"SAMARA- ALAIDE";"5.101  ";2;195,64
13700843;2023-10-26;709;;"SETOR 3 - CHAPECO - OESTE - RS";"LD2403        ";0;"VARILUX XR PRO ORMA XPERIO CINZA";"A";"6.102  ";2;249,99
13702557;2023-10-27;291;199;"SETOR 4 - JOINVILLE - NORTE";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"CAMILA";"5.101  ";2;715,5
13702568;2023-10-30;291;199;"SETOR 4 - JOINVILLE - NORTE";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"CAMILA";"5.101  ";2;198,95
13703109;2023-10-30;1318;;"SETOR 5 - BLUMENAU - VALE";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"KETTRIN";"5.101  ";2;333,5
13703680;2023-10-31;3325;77;"SETOR 5 - BLUMENAU - VALE";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"JULIANA CARDOSO ";"5.101  ";2;429,95
13703882;2023-10-27;47;;"SETOR 3 - CHAPECO - OESTE - RS";"LD2494        ";0;"VARILUX XR DESIGN FIT EYECODE AIRWEAR COLOR";"MARCELO";"5.101  ";2;208,04
13703906;2023-10-27;3325;77;"SETOR 5 - BLUMENAU - VALE";"LD2370        ";1;"VARILUX XR DESIGN AIRWEAR TGEN8 CINZA";"INDIANARA BORG";"5.101  ";2;782,56
13704122;2023-10-30;2273;77;"SETOR 6 - B CAMBORIU - LITORAL";"LD2371        ";0;"VARILUX XR DESIGN AIRWEAR BLUE UV";"MAYARA";"5.101  ";2;648,24
13704147;2023-10-31;2273;77;"SETOR 6 - B CAMBORIU - LITORAL";"LD2493        ";0;"VARILUX XR DESIGN AIRWEAR COLOR";"MAYARA";"5.101  ";2;199,96
13704216;2023-10-30;177;12;"SETOR 4 - JOINVILLE - NORTE";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";;"5.101  ";2;709
13704239;2023-10-30;177;12;"SETOR 4 - JOINVILLE - NORTE";"LD2417        ";0;"VARILUX XR DESIGN ORMA COLOR";;"5.101  ";2;195,56
13706187;2023-10-31;4154;77;"SETOR 6 - B CAMBORIU - LITORAL";"LD2373        ";1;"VARILUX XR DESIGN STYLIS 1.67 TGEN8 CINZA";"ANA CAROLINA";"5.101  ";2;1216,18
13706267;2023-10-30;634;;"SETOR 6 - B CAMBORIU - LITORAL";"LD2366        ";1;"VARILUX XR DESIGN ORMA TGEN8 CINZA";"34185307";"5.101  ";2;822,36
13707019;2023-10-30;1464;;"SETOR 5 - BLUMENAU - VALE";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"BARBARA";"5.101  ";2;709
13707518;2023-10-31;4132;77;"SETOR 6 - B CAMBORIU - LITORAL";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"GISELE ";"5.101  ";2;486,91
13707550;2023-10-31;4132;77;"SETOR 6 - B CAMBORIU - LITORAL";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"GISELE ";"5.101  ";2;234,2
13708310;2023-10-27;154;91;"SETOR 2 - CRICIUMA - SUL";"LD2368        ";0;"VARILUX XR DESIGN AIR XPERIO CINZA";"THIAGO";"5.101  ";2;249,99
13708553;2023-10-31;1464;;"SETOR 5 - BLUMENAU - VALE";"LD2417        ";0;"VARILUX XR DESIGN ORMA COLOR";"BARBARA";"5.101  ";2;204,25
13709373;2023-10-31;1419;;"SETOR 5 - BLUMENAU - VALE";"LD2372        ";0;"VARILUX XR DESIGN STYLIS 1.67 BLUE UV";"ELSE-XIRU";"5.101  ";2;183,67
13709513;2023-10-31;2273;77;"SETOR 6 - B CAMBORIU - LITORAL";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"MAYARA";"5.101  ";2;290,17
13710537;2023-10-31;291;199;"SETOR 4 - JOINVILLE - NORTE";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"CAMILA";"5.101  ";2;715,5
13710548;2023-10-31;291;199;"SETOR 4 - JOINVILLE - NORTE";"LD2365        ";0;"VARILUX XR DESIGN ORMA BLUE UV";"CAMILA";"5.101  ";2;198,95
13710695;2023-10-31;47;;"SETOR 3 - CHAPECO - OESTE - RS";"LD2385        ";0;"VARILUX XR DESIGN FIT EYE AIRWEAR BLUE UV";"MARCELO";"5.101  ";2;400,5
