"";"ID_PEDIDO";"PEDDTBAIXA";"CLICODIGO";"GCLCODIGO";"SETOR";"PROCODIGO";"PDPDESCRICAO";"PEDAUTORIZOU";"QTD";"VRVENDA";"BONUS"
"43";13352981;2023-05-18;198;NA;"SETOR 3 - CHAPECO - OESTE - RS";"LD1634        ";"KODAK PRECISE UHD 1.50 TGEN8 CINZA";"BERNARDO";2;360,93;50
"44";13353712;2023-05-19;1264;NA;"SETOR 5 - BLUMENAU - VALE";"LD1634        ";"KODAK PRECISE UHD 1.50 TGEN8 CINZA";"MARCELO";2;422,97;50
"45";13353918;2023-05-17;186;126;"SETOR 1 - FLORIANOPOLIS REDES";"LD1278        ";"VARILUX COMFORT MAX ORM TGEN8 CIN";"GABRIELA";2;916,5;70
"46";13353969;2023-05-18;654;195;"SETOR 2 - CRICIUMA - SUL";"LD1634        ";"KODAK PRECISE UHD 1.50 TGEN8 CINZA";"SANDY";2;422,97;50
"47";13354131;2023-05-22;129;148;"SETOR 5 - BLUMENAU - VALE";"LD1278        ";"VARILUX COMFORT MAX ORM TGEN8 CIN";"STEFANIE";2;733,2;70
"48";13354156;2023-05-23;453;185;"SETOR 3 - CHAPECO - OESTE - RS";"LD1634        ";"KODAK PRECISE UHD 1.50 TGEN8 CINZA";"GIOVANA";2;369,99;50
"49";13354788;2023-05-19;1458;NA;"SETOR 1 - FLORIANOPOLIS REDES";"LD1647        ";"KODAK UNIQUE UHD POLY TGEN8 CINZA";"FRAN";2;569,97;50
"50";13355876;2023-05-23;654;195;"SETOR 2 - CRICIUMA - SUL";"LD1278        ";"VARILUX COMFORT MAX ORM TGEN8 CIN";"KATIANE";2;794,3;70
"51";13357841;2023-05-19;168;NA;"SETOR 1 - FLORIANOPOLIS REDES";"LP0284        ";"VARILUX COMFORT ORMA TGEN8 CINZA";"CAROLINA";2;961,6;60
"52";13359246;2023-05-23;3985;195;"SETOR 2 - CRICIUMA - SUL";"LD1538        ";"ESSILOR EYEZEN START ORMA TGEN8 CINZA";"TAYNA";2;455,76;50
"53";13359517;2023-05-26;3985;195;"SETOR 2 - CRICIUMA - SUL";"LD1542        ";"ESSILOR EYEZEN START ORMA TGEN8 SCL AMBAR";"THIAGO F. CARDOSO";2;461,52;50
"54";13361083;2023-05-19;1458;NA;"SETOR 1 - FLORIANOPOLIS REDES";"T8CSHR-025-100";"LA ORMA TGEN8 CRIZAL SAPPHIRE HR 70MM -025-100/-125+100";"EDUARDA SEEMANN";2;428,4;35
"55";13361431;2023-05-24;475;NA;"SETOR 5 - BLUMENAU - VALE";"LD1634        ";"KODAK PRECISE UHD 1.50 TGEN8 CINZA";"NELSON";2;422,97;50
"56";13361985;2023-05-23;826;NA;"SETOR 2 - CRICIUMA - SUL";"LD1285        ";"VARILUX COMFORT MAX AIR TGEN8";NA;2;1007,88;70
"57";13364320;2023-05-29;453;185;"SETOR 3 - CHAPECO - OESTE - RS";"LD1278        ";"VARILUX COMFORT MAX ORM TGEN8 CIN";"PAMELA";2;928,72;70
"58";13365161;2023-05-24;3827;148;"SETOR 5 - BLUMENAU - VALE";"LD1278        ";"VARILUX COMFORT MAX ORM TGEN8 CIN";"3827";2;818,74;70
"59";13365457;2023-05-29;3338;NA;"SETOR 7 - FLORIANOPOLIS  LOJAS";"LD0624        ";"VARILUX X 4D ORMA TGEN8 MARROM";"3338 ";2;1839,6;100
"60";13365650;2023-05-26;560;NA;"SETOR 2 - CRICIUMA - SUL";"LD0491        ";"VARILUX X DESIGN AIRWEAR TGEN8 CINZA";"DIENIFFER";2;1222,2;100
"61";13368264;2023-05-29;3985;195;"SETOR 2 - CRICIUMA - SUL";"LD0080        ";"VARILUX E DESIGN AIRWEAR TGEN8 CINZA";"TAYNA";2;875,75;100
"62";13368318;2023-05-26;198;NA;"SETOR 3 - CHAPECO - OESTE - RS";"LD1643        ";"KODAK UNIQUE UHD 1.50 TGEN8 CINZA";"BERNARDO";2;453,15;50
"63";13368527;2023-05-25;198;NA;"SETOR 3 - CHAPECO - OESTE - RS";"LD1634        ";"KODAK PRECISE UHD 1.50 TGEN8 CINZA";"BERNARDO";2;360,93;50
